Radius (AU)	X position (AU)	Y position (AU)	Time (Yr)
9.2348495	-4.8489667	8.6119619	9.6576000
9.2351047	-4.8491554	8.6118593	9.6577000
9.2353600	-4.8493440	8.6117566	9.6578000
9.2356155	-4.8495327	8.6116540	9.6579000
9.2358710	-4.8497214	8.6115514	9.6580000
9.2361267	-4.8499100	8.6114487	9.6581000
9.2363825	-4.8500987	8.6113460	9.6582000
9.2366384	-4.8502873	8.6112434	9.6583000
9.2368945	-4.8504760	8.6111407	9.6584000
9.2371506	-4.8506646	8.6110380	9.6585000
9.2374069	-4.8508533	8.6109354	9.6586000
9.2376633	-4.8510419	8.6108327	9.6587000
9.2379198	-4.8512305	8.6107300	9.6588000
9.2381764	-4.8514192	8.6106273	9.6589000
9.2384332	-4.8516078	8.6105246	9.6590000
9.2386900	-4.8517964	8.6104219	9.6591000
9.2389470	-4.8519851	8.6103192	9.6592000
9.2392041	-4.8521737	8.6102165	9.6593000
9.2394613	-4.8523623	8.6101138	9.6594000
9.2397187	-4.8525509	8.6100111	9.6595000
9.2399761	-4.8527395	8.6099084	9.6596000
9.2402337	-4.8529282	8.6098057	9.6597000
9.2404914	-4.8531168	8.6097029	9.6598000
9.2407492	-4.8533054	8.6096002	9.6599000
9.2410071	-4.8534940	8.6094975	9.6600000
9.2412651	-4.8536826	8.6093947	9.6601000
9.2415233	-4.8538712	8.6092920	9.6602000
9.2417816	-4.8540598	8.6091892	9.6603000
9.2420399	-4.8542484	8.6090865	9.6604000
9.2422985	-4.8544370	8.6089837	9.6605000
9.2425571	-4.8546256	8.6088809	9.6606000
9.2428158	-4.8548142	8.6087782	9.6607000
9.2430747	-4.8550028	8.6086754	9.6608000
9.2433337	-4.8551914	8.6085726	9.6609000
9.2435927	-4.8553799	8.6084699	9.6610000
9.2438519	-4.8555685	8.6083671	9.6611000
9.2441113	-4.8557571	8.6082643	9.6612000
9.2443707	-4.8559457	8.6081615	9.6613000
9.2446303	-4.8561343	8.6080587	9.6614000
9.2448899	-4.8563228	8.6079559	9.6615000
9.2451497	-4.8565114	8.6078531	9.6616000
9.2454096	-4.8567000	8.6077503	9.6617000
9.2456697	-4.8568885	8.6076475	9.6618000
9.2459298	-4.8570771	8.6075447	9.6619000
9.2461900	-4.8572656	8.6074418	9.6620000
9.2464504	-4.8574542	8.6073390	9.6621000
9.2467109	-4.8576428	8.6072362	9.6622000
9.2469715	-4.8578313	8.6071333	9.6623000
9.2472322	-4.8580199	8.6070305	9.6624000
9.2474930	-4.8582084	8.6069277	9.6625000
9.2477540	-4.8583970	8.6068248	9.6626000
9.2480150	-4.8585855	8.6067220	9.6627000
9.2482762	-4.8587740	8.6066191	9.6628000
9.2485375	-4.8589626	8.6065162	9.6629000
9.2487989	-4.8591511	8.6064134	9.6630000
9.2490604	-4.8593396	8.6063105	9.6631000
9.2493221	-4.8595282	8.6062076	9.6632000
9.2495838	-4.8597167	8.6061048	9.6633000
9.2498457	-4.8599052	8.6060019	9.6634000
9.2501076	-4.8600938	8.6058990	9.6635000
9.2503697	-4.8602823	8.6057961	9.6636000
9.2506319	-4.8604708	8.6056932	9.6637000
9.2508943	-4.8606593	8.6055903	9.6638000
9.2511567	-4.8608478	8.6054874	9.6639000
9.2514192	-4.8610363	8.6053845	9.6640000
9.2516819	-4.8612248	8.6052816	9.6641000
9.2519447	-4.8614134	8.6051787	9.6642000
9.2522076	-4.8616019	8.6050757	9.6643000
9.2524706	-4.8617904	8.6049728	9.6644000
9.2527337	-4.8619789	8.6048699	9.6645000
9.2529969	-4.8621674	8.6047670	9.6646000
9.2532602	-4.8623559	8.6046640	9.6647000
9.2535237	-4.8625443	8.6045611	9.6648000
9.2537873	-4.8627328	8.6044581	9.6649000
9.2540510	-4.8629213	8.6043552	9.6650000
9.2543148	-4.8631098	8.6042522	9.6651000
9.2545787	-4.8632983	8.6041493	9.6652000
9.2548427	-4.8634868	8.6040463	9.6653000
9.2551068	-4.8636752	8.6039433	9.6654000
9.2553711	-4.8638637	8.6038404	9.6655000
9.2556354	-4.8640522	8.6037374	9.6656000
9.2558999	-4.8642407	8.6036344	9.6657000
9.2561645	-4.8644291	8.6035314	9.6658000
9.2564292	-4.8646176	8.6034284	9.6659000
9.2566940	-4.8648061	8.6033254	9.6660000
9.2569589	-4.8649945	8.6032224	9.6661000
9.2572239	-4.8651830	8.6031194	9.6662000
9.2574891	-4.8653714	8.6030164	9.6663000
9.2577543	-4.8655599	8.6029134	9.6664000
9.2580197	-4.8657483	8.6028104	9.6665000
9.2582852	-4.8659368	8.6027074	9.6666000
9.2585508	-4.8661252	8.6026044	9.6667000
9.2588165	-4.8663137	8.6025013	9.6668000
9.2590823	-4.8665021	8.6023983	9.6669000
9.2593482	-4.8666906	8.6022953	9.6670000
9.2596143	-4.8668790	8.6021922	9.6671000
9.2598804	-4.8670674	8.6020892	9.6672000
9.2601467	-4.8672559	8.6019861	9.6673000
9.2604130	-4.8674443	8.6018831	9.6674000
9.2606795	-4.8676327	8.6017800	9.6675000
9.2609461	-4.8678211	8.6016770	9.6676000
9.2612128	-4.8680096	8.6015739	9.6677000
9.2614796	-4.8681980	8.6014708	9.6678000
9.2617466	-4.8683864	8.6013677	9.6679000
9.2620136	-4.8685748	8.6012647	9.6680000
9.2622807	-4.8687632	8.6011616	9.6681000
9.2625480	-4.8689516	8.6010585	9.6682000
9.2628154	-4.8691400	8.6009554	9.6683000
9.2630828	-4.8693284	8.6008523	9.6684000
9.2633504	-4.8695168	8.6007492	9.6685000
9.2636181	-4.8697052	8.6006461	9.6686000
9.2638859	-4.8698936	8.6005430	9.6687000
9.2641539	-4.8700820	8.6004399	9.6688000
9.2644219	-4.8702704	8.6003368	9.6689000
9.2646900	-4.8704588	8.6002336	9.6690000
9.2649583	-4.8706472	8.6001305	9.6691000
9.2652266	-4.8708356	8.6000274	9.6692000
9.2654951	-4.8710240	8.5999243	9.6693000
9.2657637	-4.8712124	8.5998211	9.6694000
9.2660323	-4.8714007	8.5997180	9.6695000
9.2663011	-4.8715891	8.5996148	9.6696000
9.2665700	-4.8717775	8.5995117	9.6697000
9.2668390	-4.8719659	8.5994085	9.6698000
9.2671082	-4.8721542	8.5993054	9.6699000
9.2673774	-4.8723426	8.5992022	9.6700000
9.2676467	-4.8725310	8.5990990	9.6701000
9.2679162	-4.8727193	8.5989958	9.6702000
9.2681857	-4.8729077	8.5988927	9.6703000
9.2684554	-4.8730960	8.5987895	9.6704000
9.2687252	-4.8732844	8.5986863	9.6705000
9.2689950	-4.8734727	8.5985831	9.6706000
9.2692650	-4.8736611	8.5984799	9.6707000
9.2695351	-4.8738494	8.5983767	9.6708000
9.2698053	-4.8740378	8.5982735	9.6709000
9.2700756	-4.8742261	8.5981703	9.6710000
9.2703460	-4.8744145	8.5980671	9.6711000
9.2706166	-4.8746028	8.5979639	9.6712000
9.2708872	-4.8747911	8.5978607	9.6713000
9.2711579	-4.8749795	8.5977574	9.6714000
9.2714288	-4.8751678	8.5976542	9.6715000
9.2716997	-4.8753561	8.5975510	9.6716000
9.2719708	-4.8755445	8.5974477	9.6717000
9.2722420	-4.8757328	8.5973445	9.6718000
9.2725133	-4.8759211	8.5972413	9.6719000
9.2727846	-4.8761094	8.5971380	9.6720000
9.2730561	-4.8762977	8.5970348	9.6721000
9.2733277	-4.8764860	8.5969315	9.6722000
9.2735994	-4.8766744	8.5968282	9.6723000
9.2738712	-4.8768627	8.5967250	9.6724000
9.2741432	-4.8770510	8.5966217	9.6725000
9.2744152	-4.8772393	8.5965184	9.6726000
9.2746873	-4.8774276	8.5964151	9.6727000
9.2749595	-4.8776159	8.5963119	9.6728000
9.2752319	-4.8778042	8.5962086	9.6729000
9.2755043	-4.8779925	8.5961053	9.6730000
9.2757769	-4.8781808	8.5960020	9.6731000
9.2760496	-4.8783690	8.5958987	9.6732000
9.2763223	-4.8785573	8.5957954	9.6733000
9.2765952	-4.8787456	8.5956921	9.6734000
9.2768682	-4.8789339	8.5955887	9.6735000
9.2771413	-4.8791222	8.5954854	9.6736000
9.2774144	-4.8793104	8.5953821	9.6737000
9.2776877	-4.8794987	8.5952788	9.6738000
9.2779611	-4.8796870	8.5951755	9.6739000
9.2782346	-4.8798753	8.5950721	9.6740000
9.2785082	-4.8800635	8.5949688	9.6741000
9.2787820	-4.8802518	8.5948654	9.6742000
9.2790558	-4.8804401	8.5947621	9.6743000
9.2793297	-4.8806283	8.5946587	9.6744000
9.2796037	-4.8808166	8.5945554	9.6745000
9.2798779	-4.8810048	8.5944520	9.6746000
9.2801521	-4.8811931	8.5943487	9.6747000
9.2804264	-4.8813813	8.5942453	9.6748000
9.2807009	-4.8815696	8.5941419	9.6749000
9.2809754	-4.8817578	8.5940385	9.6750000
9.2812501	-4.8819461	8.5939352	9.6751000
9.2815249	-4.8821343	8.5938318	9.6752000
9.2817997	-4.8823226	8.5937284	9.6753000
9.2820747	-4.8825108	8.5936250	9.6754000
9.2823498	-4.8826990	8.5935216	9.6755000
9.2826249	-4.8828873	8.5934182	9.6756000
9.2829002	-4.8830755	8.5933148	9.6757000
9.2831756	-4.8832637	8.5932114	9.6758000
9.2834511	-4.8834519	8.5931080	9.6759000
9.2837267	-4.8836402	8.5930045	9.6760000
9.2840024	-4.8838284	8.5929011	9.6761000
9.2842782	-4.8840166	8.5927977	9.6762000
9.2845541	-4.8842048	8.5926942	9.6763000
9.2848301	-4.8843930	8.5925908	9.6764000
9.2851062	-4.8845812	8.5924874	9.6765000
9.2853824	-4.8847694	8.5923839	9.6766000
9.2856587	-4.8849576	8.5922805	9.6767000
9.2859351	-4.8851458	8.5921770	9.6768000
9.2862116	-4.8853340	8.5920736	9.6769000
9.2864882	-4.8855222	8.5919701	9.6770000
9.2867649	-4.8857104	8.5918666	9.6771000
9.2870418	-4.8858986	8.5917632	9.6772000
9.2873187	-4.8860868	8.5916597	9.6773000
9.2875957	-4.8862750	8.5915562	9.6774000
9.2878728	-4.8864632	8.5914527	9.6775000
9.2881501	-4.8866514	8.5913492	9.6776000
9.2884274	-4.8868395	8.5912458	9.6777000
9.2887048	-4.8870277	8.5911423	9.6778000
9.2889824	-4.8872159	8.5910388	9.6779000
9.2892600	-4.8874041	8.5909352	9.6780000
9.2895377	-4.8875922	8.5908317	9.6781000
9.2898156	-4.8877804	8.5907282	9.6782000
9.2900935	-4.8879686	8.5906247	9.6783000
9.2903716	-4.8881567	8.5905212	9.6784000
9.2906497	-4.8883449	8.5904177	9.6785000
9.2909279	-4.8885331	8.5903141	9.6786000
9.2912063	-4.8887212	8.5902106	9.6787000
9.2914847	-4.8889094	8.5901071	9.6788000
9.2917633	-4.8890975	8.5900035	9.6789000
9.2920419	-4.8892857	8.5899000	9.6790000
9.2923207	-4.8894738	8.5897964	9.6791000
9.2925995	-4.8896620	8.5896929	9.6792000
9.2928785	-4.8898501	8.5895893	9.6793000
9.2931575	-4.8900382	8.5894857	9.6794000
9.2934367	-4.8902264	8.5893822	9.6795000
9.2937159	-4.8904145	8.5892786	9.6796000
9.2939952	-4.8906027	8.5891750	9.6797000
9.2942747	-4.8907908	8.5890714	9.6798000
9.2945542	-4.8909789	8.5889679	9.6799000
9.2948339	-4.8911670	8.5888643	9.6800000
9.2951136	-4.8913552	8.5887607	9.6801000
9.2953935	-4.8915433	8.5886571	9.6802000
9.2956734	-4.8917314	8.5885535	9.6803000
9.2959535	-4.8919195	8.5884499	9.6804000
9.2962336	-4.8921076	8.5883463	9.6805000
9.2965139	-4.8922957	8.5882427	9.6806000
9.2967942	-4.8924838	8.5881390	9.6807000
9.2970746	-4.8926720	8.5880354	9.6808000
9.2973552	-4.8928601	8.5879318	9.6809000
9.2976358	-4.8930482	8.5878282	9.6810000
9.2979165	-4.8932363	8.5877245	9.6811000
9.2981974	-4.8934244	8.5876209	9.6812000
9.2984783	-4.8936124	8.5875172	9.6813000
9.2987593	-4.8938005	8.5874136	9.6814000
9.2990405	-4.8939886	8.5873099	9.6815000
9.2993217	-4.8941767	8.5872063	9.6816000
9.2996030	-4.8943648	8.5871026	9.6817000
9.2998844	-4.8945529	8.5869990	9.6818000
9.3001660	-4.8947410	8.5868953	9.6819000
9.3004476	-4.8949290	8.5867916	9.6820000
9.3007293	-4.8951171	8.5866879	9.6821000
9.3010111	-4.8953052	8.5865843	9.6822000
9.3012930	-4.8954933	8.5864806	9.6823000
9.3015750	-4.8956813	8.5863769	9.6824000
9.3018571	-4.8958694	8.5862732	9.6825000
9.3021393	-4.8960574	8.5861695	9.6826000
9.3024216	-4.8962455	8.5860658	9.6827000
9.3027040	-4.8964336	8.5859621	9.6828000
9.3029865	-4.8966216	8.5858584	9.6829000
9.3032691	-4.8968097	8.5857546	9.6830000
9.3035518	-4.8969977	8.5856509	9.6831000
9.3038346	-4.8971858	8.5855472	9.6832000
9.3041175	-4.8973738	8.5854435	9.6833000
9.3044005	-4.8975619	8.5853397	9.6834000
9.3046835	-4.8977499	8.5852360	9.6835000
9.3049667	-4.8979379	8.5851323	9.6836000
9.3052500	-4.8981260	8.5850285	9.6837000
9.3055333	-4.8983140	8.5849248	9.6838000
9.3058168	-4.8985020	8.5848210	9.6839000
9.3061003	-4.8986901	8.5847173	9.6840000
9.3063840	-4.8988781	8.5846135	9.6841000
9.3066677	-4.8990661	8.5845097	9.6842000
9.3069516	-4.8992541	8.5844060	9.6843000
9.3072355	-4.8994422	8.5843022	9.6844000
9.3075195	-4.8996302	8.5841984	9.6845000
9.3078037	-4.8998182	8.5840946	9.6846000
9.3080879	-4.9000062	8.5839908	9.6847000
9.3083722	-4.9001942	8.5838871	9.6848000
9.3086566	-4.9003822	8.5837833	9.6849000
9.3089411	-4.9005702	8.5836795	9.6850000
9.3092257	-4.9007582	8.5835757	9.6851000
9.3095104	-4.9009462	8.5834718	9.6852000
9.3097952	-4.9011342	8.5833680	9.6853000
9.3100801	-4.9013222	8.5832642	9.6854000
9.3103651	-4.9015102	8.5831604	9.6855000
9.3106502	-4.9016982	8.5830566	9.6856000
9.3109353	-4.9018862	8.5829527	9.6857000
9.3112206	-4.9020742	8.5828489	9.6858000
9.3115059	-4.9022622	8.5827451	9.6859000
9.3117914	-4.9024502	8.5826412	9.6860000
9.3120769	-4.9026381	8.5825374	9.6861000
9.3123626	-4.9028261	8.5824335	9.6862000
9.3126483	-4.9030141	8.5823297	9.6863000
9.3129341	-4.9032021	8.5822258	9.6864000
9.3132200	-4.9033900	8.5821220	9.6865000
9.3135061	-4.9035780	8.5820181	9.6866000
9.3137922	-4.9037660	8.5819142	9.6867000
9.3140784	-4.9039539	8.5818104	9.6868000
9.3143646	-4.9041419	8.5817065	9.6869000
9.3146510	-4.9043298	8.5816026	9.6870000
9.3149375	-4.9045178	8.5814987	9.6871000
9.3152241	-4.9047057	8.5813948	9.6872000
9.3155107	-4.9048937	8.5812909	9.6873000
9.3157975	-4.9050816	8.5811870	9.6874000
9.3160843	-4.9052696	8.5810831	9.6875000
9.3163713	-4.9054575	8.5809792	9.6876000
9.3166583	-4.9056455	8.5808753	9.6877000
9.3169454	-4.9058334	8.5807714	9.6878000
9.3172326	-4.9060213	8.5806674	9.6879000
9.3175199	-4.9062093	8.5805635	9.6880000
9.3178073	-4.9063972	8.5804596	9.6881000
9.3180948	-4.9065851	8.5803557	9.6882000
9.3183824	-4.9067731	8.5802517	9.6883000
9.3186701	-4.9069610	8.5801478	9.6884000
9.3189579	-4.9071489	8.5800438	9.6885000
9.3192457	-4.9073368	8.5799399	9.6886000
9.3195337	-4.9075247	8.5798359	9.6887000
9.3198217	-4.9077127	8.5797320	9.6888000
9.3201098	-4.9079006	8.5796280	9.6889000
9.3203981	-4.9080885	8.5795240	9.6890000
9.3206864	-4.9082764	8.5794201	9.6891000
9.3209748	-4.9084643	8.5793161	9.6892000
9.3212633	-4.9086522	8.5792121	9.6893000
9.3215518	-4.9088401	8.5791081	9.6894000
9.3218405	-4.9090280	8.5790041	9.6895000
9.3221293	-4.9092159	8.5789002	9.6896000
9.3224181	-4.9094038	8.5787962	9.6897000
9.3227071	-4.9095917	8.5786922	9.6898000
9.3229961	-4.9097795	8.5785881	9.6899000
9.3232852	-4.9099674	8.5784841	9.6900000
9.3235745	-4.9101553	8.5783801	9.6901000
9.3238638	-4.9103432	8.5782761	9.6902000
9.3241532	-4.9105311	8.5781721	9.6903000
9.3244426	-4.9107190	8.5780681	9.6904000
9.3247322	-4.9109068	8.5779640	9.6905000
9.3250219	-4.9110947	8.5778600	9.6906000
9.3253116	-4.9112826	8.5777560	9.6907000
9.3256015	-4.9114704	8.5776519	9.6908000
9.3258914	-4.9116583	8.5775479	9.6909000
9.3261814	-4.9118462	8.5774438	9.6910000
9.3264715	-4.9120340	8.5773398	9.6911000
9.3267617	-4.9122219	8.5772357	9.6912000
9.3270520	-4.9124097	8.5771316	9.6913000
9.3273424	-4.9125976	8.5770276	9.6914000
9.3276329	-4.9127854	8.5769235	9.6915000
9.3279234	-4.9129733	8.5768194	9.6916000
9.3282141	-4.9131611	8.5767154	9.6917000
9.3285048	-4.9133490	8.5766113	9.6918000
9.3287956	-4.9135368	8.5765072	9.6919000
9.3290865	-4.9137246	8.5764031	9.6920000
9.3293775	-4.9139125	8.5762990	9.6921000
9.3296686	-4.9141003	8.5761949	9.6922000
9.3299597	-4.9142881	8.5760908	9.6923000
9.3302510	-4.9144760	8.5759867	9.6924000
9.3305423	-4.9146638	8.5758826	9.6925000
9.3308338	-4.9148516	8.5757784	9.6926000
9.3311253	-4.9150394	8.5756743	9.6927000
9.3314169	-4.9152273	8.5755702	9.6928000
9.3317086	-4.9154151	8.5754661	9.6929000
9.3320004	-4.9156029	8.5753619	9.6930000
9.3322922	-4.9157907	8.5752578	9.6931000
9.3325842	-4.9159785	8.5751537	9.6932000
9.3328762	-4.9161663	8.5750495	9.6933000
9.3331683	-4.9163541	8.5749454	9.6934000
9.3334606	-4.9165419	8.5748412	9.6935000
9.3337528	-4.9167297	8.5747370	9.6936000
9.3340452	-4.9169175	8.5746329	9.6937000
9.3343377	-4.9171053	8.5745287	9.6938000
9.3346303	-4.9172931	8.5744245	9.6939000
9.3349229	-4.9174809	8.5743204	9.6940000
9.3352156	-4.9176687	8.5742162	9.6941000
9.3355084	-4.9178565	8.5741120	9.6942000
9.3358013	-4.9180442	8.5740078	9.6943000
9.3360943	-4.9182320	8.5739036	9.6944000
9.3363874	-4.9184198	8.5737994	9.6945000
9.3366806	-4.9186076	8.5736952	9.6946000
9.3369738	-4.9187954	8.5735910	9.6947000
9.3372671	-4.9189831	8.5734868	9.6948000
9.3375605	-4.9191709	8.5733826	9.6949000
9.3378540	-4.9193587	8.5732784	9.6950000
9.3381476	-4.9195464	8.5731742	9.6951000
9.3384413	-4.9197342	8.5730699	9.6952000
9.3387350	-4.9199219	8.5729657	9.6953000
9.3390289	-4.9201097	8.5728615	9.6954000
9.3393228	-4.9202975	8.5727572	9.6955000
9.3396168	-4.9204852	8.5726530	9.6956000
9.3399109	-4.9206730	8.5725487	9.6957000
9.3402051	-4.9208607	8.5724445	9.6958000
9.3404993	-4.9210484	8.5723402	9.6959000
9.3407937	-4.9212362	8.5722360	9.6960000
9.3410881	-4.9214239	8.5721317	9.6961000
9.3413826	-4.9216117	8.5720274	9.6962000
9.3416772	-4.9217994	8.5719232	9.6963000
9.3419719	-4.9219871	8.5718189	9.6964000
9.3422666	-4.9221749	8.5717146	9.6965000
9.3425615	-4.9223626	8.5716103	9.6966000
9.3428564	-4.9225503	8.5715060	9.6967000
9.3431514	-4.9227380	8.5714018	9.6968000
9.3434465	-4.9229258	8.5712975	9.6969000
9.3437417	-4.9231135	8.5711932	9.6970000
9.3440369	-4.9233012	8.5710889	9.6971000
9.3443323	-4.9234889	8.5709845	9.6972000
9.3446277	-4.9236766	8.5708802	9.6973000
9.3449232	-4.9238643	8.5707759	9.6974000
9.3452188	-4.9240520	8.5706716	9.6975000
9.3455144	-4.9242397	8.5705673	9.6976000
9.3458102	-4.9244274	8.5704629	9.6977000
9.3461060	-4.9246151	8.5703586	9.6978000
9.3464019	-4.9248028	8.5702543	9.6979000
9.3466979	-4.9249905	8.5701499	9.6980000
9.3469940	-4.9251782	8.5700456	9.6981000
9.3472902	-4.9253659	8.5699412	9.6982000
9.3475864	-4.9255536	8.5698369	9.6983000
9.3478827	-4.9257413	8.5697325	9.6984000
9.3481792	-4.9259290	8.5696282	9.6985000
9.3484756	-4.9261166	8.5695238	9.6986000
9.3487722	-4.9263043	8.5694194	9.6987000
9.3490689	-4.9264920	8.5693150	9.6988000
9.3493656	-4.9266797	8.5692107	9.6989000
9.3496624	-4.9268673	8.5691063	9.6990000
9.3499593	-4.9270550	8.5690019	9.6991000
9.3502563	-4.9272427	8.5688975	9.6992000
9.3505533	-4.9274303	8.5687931	9.6993000
9.3508504	-4.9276180	8.5686887	9.6994000
9.3511477	-4.9278057	8.5685843	9.6995000
9.3514450	-4.9279933	8.5684799	9.6996000
9.3517423	-4.9281810	8.5683755	9.6997000
9.3520398	-4.9283686	8.5682711	9.6998000
9.3523373	-4.9285563	8.5681666	9.6999000
9.3526349	-4.9287439	8.5680622	9.7000000
9.3529326	-4.9289316	8.5679578	9.7001000
9.3532304	-4.9291192	8.5678534	9.7002000
9.3535283	-4.9293068	8.5677489	9.7003000
9.3538262	-4.9294945	8.5676445	9.7004000
9.3541242	-4.9296821	8.5675400	9.7005000
9.3544223	-4.9298697	8.5674356	9.7006000
9.3547205	-4.9300574	8.5673311	9.7007000
9.3550187	-4.9302450	8.5672267	9.7008000
9.3553170	-4.9304326	8.5671222	9.7009000
9.3556154	-4.9306203	8.5670177	9.7010000
9.3559139	-4.9308079	8.5669133	9.7011000
9.3562125	-4.9309955	8.5668088	9.7012000
9.3565111	-4.9311831	8.5667043	9.7013000
9.3568099	-4.9313707	8.5665998	9.7014000
9.3571087	-4.9315583	8.5664954	9.7015000
9.3574075	-4.9317459	8.5663909	9.7016000
9.3577065	-4.9319335	8.5662864	9.7017000
9.3580055	-4.9321212	8.5661819	9.7018000
9.3583046	-4.9323088	8.5660774	9.7019000
9.3586038	-4.9324964	8.5659729	9.7020000
9.3589031	-4.9326840	8.5658684	9.7021000
9.3592024	-4.9328715	8.5657638	9.7022000
9.3595018	-4.9330591	8.5656593	9.7023000
9.3598013	-4.9332467	8.5655548	9.7024000
9.3601009	-4.9334343	8.5654503	9.7025000
9.3604006	-4.9336219	8.5653457	9.7026000
9.3607003	-4.9338095	8.5652412	9.7027000
9.3610001	-4.9339971	8.5651367	9.7028000
9.3613000	-4.9341846	8.5650321	9.7029000
9.3616000	-4.9343722	8.5649276	9.7030000
9.3619000	-4.9345598	8.5648230	9.7031000
9.3622001	-4.9347474	8.5647185	9.7032000
9.3625003	-4.9349349	8.5646139	9.7033000
9.3628006	-4.9351225	8.5645093	9.7034000
9.3631009	-4.9353101	8.5644048	9.7035000
9.3634013	-4.9354976	8.5643002	9.7036000
9.3637018	-4.9356852	8.5641956	9.7037000
9.3640024	-4.9358727	8.5640910	9.7038000
9.3643030	-4.9360603	8.5639864	9.7039000
9.3646037	-4.9362478	8.5638819	9.7040000
9.3649045	-4.9364354	8.5637773	9.7041000
9.3652054	-4.9366229	8.5636727	9.7042000
9.3655064	-4.9368105	8.5635681	9.7043000
9.3658074	-4.9369980	8.5634635	9.7044000
9.3661085	-4.9371856	8.5633588	9.7045000
9.3664097	-4.9373731	8.5632542	9.7046000
9.3667109	-4.9375606	8.5631496	9.7047000
9.3670122	-4.9377482	8.5630450	9.7048000
9.3673136	-4.9379357	8.5629404	9.7049000
9.3676151	-4.9381232	8.5628357	9.7050000
9.3679166	-4.9383108	8.5627311	9.7051000
9.3682183	-4.9384983	8.5626265	9.7052000
9.3685199	-4.9386858	8.5625218	9.7053000
9.3688217	-4.9388733	8.5624172	9.7054000
9.3691236	-4.9390608	8.5623125	9.7055000
9.3694255	-4.9392483	8.5622079	9.7056000
9.3697275	-4.9394359	8.5621032	9.7057000
9.3700295	-4.9396234	8.5619985	9.7058000
9.3703317	-4.9398109	8.5618939	9.7059000
9.3706339	-4.9399984	8.5617892	9.7060000
9.3709362	-4.9401859	8.5616845	9.7061000
9.3712385	-4.9403734	8.5615798	9.7062000
9.3715410	-4.9405609	8.5614752	9.7063000
9.3718435	-4.9407484	8.5613705	9.7064000
9.3721460	-4.9409359	8.5612658	9.7065000
9.3724487	-4.9411234	8.5611611	9.7066000
9.3727514	-4.9413108	8.5610564	9.7067000
9.3730542	-4.9414983	8.5609517	9.7068000
9.3733571	-4.9416858	8.5608470	9.7069000
9.3736600	-4.9418733	8.5607423	9.7070000
9.3739630	-4.9420608	8.5606375	9.7071000
9.3742661	-4.9422482	8.5605328	9.7072000
9.3745693	-4.9424357	8.5604281	9.7073000
9.3748725	-4.9426232	8.5603234	9.7074000
9.3751758	-4.9428107	8.5602186	9.7075000
9.3754792	-4.9429981	8.5601139	9.7076000
9.3757826	-4.9431856	8.5600091	9.7077000
9.3760861	-4.9433731	8.5599044	9.7078000
9.3763897	-4.9435605	8.5597997	9.7079000
9.3766934	-4.9437480	8.5596949	9.7080000
9.3769971	-4.9439354	8.5595901	9.7081000
9.3773009	-4.9441229	8.5594854	9.7082000
9.3776048	-4.9443103	8.5593806	9.7083000
9.3779087	-4.9444978	8.5592758	9.7084000
9.3782127	-4.9446852	8.5591711	9.7085000
9.3785168	-4.9448727	8.5590663	9.7086000
9.3788210	-4.9450601	8.5589615	9.7087000
9.3791252	-4.9452475	8.5588567	9.7088000
9.3794295	-4.9454350	8.5587519	9.7089000
9.3797338	-4.9456224	8.5586471	9.7090000
9.3800383	-4.9458098	8.5585423	9.7091000
9.3803428	-4.9459973	8.5584375	9.7092000
9.3806474	-4.9461847	8.5583327	9.7093000
9.3809520	-4.9463721	8.5582279	9.7094000
9.3812567	-4.9465595	8.5581231	9.7095000
9.3815615	-4.9467470	8.5580183	9.7096000
9.3818664	-4.9469344	8.5579135	9.7097000
9.3821713	-4.9471218	8.5578086	9.7098000
9.3824763	-4.9473092	8.5577038	9.7099000
9.3827813	-4.9474966	8.5575990	9.7100000
9.3830865	-4.9476840	8.5574941	9.7101000
9.3833917	-4.9478714	8.5573893	9.7102000
9.3836969	-4.9480588	8.5572844	9.7103000
9.3840023	-4.9482462	8.5571796	9.7104000
9.3843077	-4.9484336	8.5570747	9.7105000
9.3846132	-4.9486210	8.5569699	9.7106000
9.3849187	-4.9488084	8.5568650	9.7107000
9.3852243	-4.9489958	8.5567601	9.7108000
9.3855300	-4.9491832	8.5566553	9.7109000
9.3858357	-4.9493706	8.5565504	9.7110000
9.3861416	-4.9495580	8.5564455	9.7111000
9.3864474	-4.9497453	8.5563406	9.7112000
9.3867534	-4.9499327	8.5562357	9.7113000
9.3870594	-4.9501201	8.5561308	9.7114000
9.3873655	-4.9503075	8.5560259	9.7115000
9.3876716	-4.9504949	8.5559210	9.7116000
9.3879779	-4.9506822	8.5558161	9.7117000
9.3882842	-4.9508696	8.5557112	9.7118000
9.3885905	-4.9510570	8.5556063	9.7119000
9.3888969	-4.9512443	8.5555014	9.7120000
9.3892034	-4.9514317	8.5553965	9.7121000
9.3895100	-4.9516190	8.5552915	9.7122000
9.3898166	-4.9518064	8.5551866	9.7123000
9.3901233	-4.9519937	8.5550817	9.7124000
9.3904301	-4.9521811	8.5549767	9.7125000
9.3907369	-4.9523684	8.5548718	9.7126000
9.3910438	-4.9525558	8.5547668	9.7127000
9.3913507	-4.9527431	8.5546619	9.7128000
9.3916577	-4.9529305	8.5545569	9.7129000
9.3919648	-4.9531178	8.5544520	9.7130000
9.3922720	-4.9533051	8.5543470	9.7131000
9.3925792	-4.9534925	8.5542421	9.7132000
9.3928865	-4.9536798	8.5541371	9.7133000
